"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RGS16",157.841939374442,1.49079391083138,0.550103066019585,2.71002654396823,0.00672778237095511,0.171760594921965
"SCTR",17.6324757485573,1.18156784149726,0.364279398084558,3.24357580393001,0.00118039396482196,0.0798283575638167
"SCUBE1",176.802001898283,1.49244103692401,0.430966237011783,3.46301150473467,0.000534165555263749,0.06045775983653
"SIT1",6.75628288958285,1.14513611450282,0.48910304958402,2.34129825090389,0.0192168088412803,NA
"SKA3",8.85078194079008,1.13462945941138,0.336664788861541,3.37020531089164,0.00075112197309788,0.0670139907942558
"SLC22A11",15.5873361534253,1.1098732081578,0.512884241471815,2.16398383575368,0.0304655899848669,0.32046980360801
"SLC5A10",6.89450066722342,1.44843226551765,0.500637766292176,2.89317419307982,0.0038136972484348,0.133592282683544
"SPATA21",24.9808344937764,2.12431114280168,0.592907271044865,3.58287247693567,0.000339836534320071,0.0514860387305344
"STAP1",7.89724824481025,1.0227500742158,0.438210310766918,2.3339251703728,0.0195996405099467,0.27062203634109
"STMN2",18.531858103392,2.67755751639044,0.893850880437758,2.99553043465049,0.00273967959864426,0.11558574409991
"TAS1R3",6.12914005327854,1.18759295902781,0.499147628605259,2.37924191355218,0.0173482865926061,NA
"THY1",185.75661208253,1.13547649278191,0.455404138875369,2.49333810532772,0.0126548279293122,0.226147158788069
"TMC4",109.711369861883,1.88235453291392,0.615228673235772,3.05960143732208,0.00221631719641919,0.105127395742706
"TP73",7.58492726630922,1.31005701733481,0.55935236948754,2.34209612544423,0.0191757754041869,0.268006221388359
"TPSAB1",61.1435300725704,1.0856053883067,0.482169697711227,2.25150065103608,0.0243538457035757,0.30051932923936
"TRA@",11.9748645531036,1.10494910720083,0.439357435362528,2.5149206961505,0.0119059161441875,0.219431729246988
"TREM2",35.6778787324793,1.82042606599916,0.500134962986388,3.63986963664586,0.000272776106193812,0.0480811415268646
"UBD",97.8461041964899,1.38554595730945,0.336829070645829,4.11349873884946,3.89707171103543e-05,0.0189913474059253
"WBSCR17",10.9504240361159,1.22996905323092,0.512434146689158,2.40024803416743,0.0163839659378552,0.256359993447437
