"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ERRFI1",55259.1207869337,-0.173275982861001,0.104376184255614,-1.66011034123123,0.0968922569188237,0.485164038950737
"ERV3",309.23168312541,-0.418883696452162,0.177885345435266,-2.3547959806762,0.018532877821271,0.264784964423799
"ERVFRD",13.399350248314,-0.175287767681707,0.346403021539824,-0.506022629082509,0.612840763941962,0.879126303871104
"ERVK13",768.922416079025,-0.494265937226481,0.252800312001981,-1.955163477894,0.0505637778147472,0.385545897198595
"ESAM",542.340674827464,0.0138751029226283,0.144123629712847,0.0962722278801412,0.923304367553609,0.983626563412672
"ESCO1",414.258486729185,-0.0541503200375945,0.0978954030766715,-0.553144665998097,0.580164353531994,0.865780982932319
"ESCO2",13.8888590042942,0.629342253848158,0.338462332977778,1.85941593060365,0.0629682054567055,0.413822783936639
"ESD",4736.12768411874,0.0277415765439622,0.0785030943629351,0.353381949706435,0.723802116073039,0.922739660683578
"ESF1",435.464139701212,7.24380229600892e-05,0.0835937328414089,0.0008665484899151,0.99930859442524,0.999759785402846
"ESM1",13.0427285709093,-0.598310091675364,0.397969054895996,-1.5034085799252,0.132733715429997,0.539847309195734
"ESPL1",137.837540914392,-0.83461988949296,0.502251109217535,-1.66175818067028,0.0965612703441372,0.484531704522111
"ESPN",1239.43896210379,-0.131730381999166,0.168093963725096,-0.783671103232473,0.433233122523348,0.793122455575521
"ESPNL",49.0494056110701,0.266969414793533,0.403527576007533,0.661589023072241,0.508234644328433,0.832108678051167
"ESPNP",44.9012904150799,-0.708446670527571,0.250240562312677,-2.83106249434639,0.00463936553187455,0.148090745225218
"ESR1",2336.91376709301,-0.0180238151135266,0.132166386002703,-0.136372156783934,0.891527083689777,0.975223625117576
"ESRP1",30.1627920597122,0.666556560420409,0.286584671508813,2.32586256937999,0.0200258834249319,0.272197590211401
"ESRP2",2710.50585718663,-0.0984676331346168,0.0833144083072426,-1.1818800029341,0.23725331762083,0.651201661411521
"ESRRA",1060.29789456471,-0.144855992346486,0.12007057842563,-1.20642370717159,0.227654159609894,0.643247232362948
"ESRRB",8.3675049968378,-0.247748040568097,0.345235695879469,-0.717620001422427,0.472991621544056,0.815039688672951
"ESRRG",24.3479307517146,-0.131148578714118,0.332270044000897,-0.394704792327785,0.693060765590443,0.912249825828648
"ESYT1",4171.75387326798,0.0953918594648833,0.0857807816894368,1.11204231980821,0.266119954946773,0.677861296571202
"ESYT2",2180.02916454614,-0.0905649915283586,0.0692752052294962,-1.30732187986067,0.191103416319057,0.606352742474495
"ESYT3",8.49564879967656,0.174931158556207,0.36910802244369,0.473929440487559,0.635550224269377,0.887819885837561
"ETAA1",318.08770365889,0.024560286236924,0.140494403171669,0.174813271436258,0.861226359820885,0.966124546775371
"ETF1",1910.45856528007,0.197550764610683,0.0910159315577111,2.17050752796417,0.0299684189681834,0.318407079317631
"ETFA",8720.70867294636,0.00324887539625773,0.0935653955203466,0.0347230445421591,0.972300585117991,0.99401641709422
"ETFB",4886.82208046817,-0.137851916972557,0.156378616554416,-0.881526643539454,0.378032839692581,0.76142118117173
"ETFDH",7267.71577725647,-0.101575984158599,0.08581553348918,-1.18365498679101,0.236549664271447,0.650524172169623
"ETHE1",597.9279348482,-0.19268412479393,0.131311639010779,-1.46738039556504,0.142272604480194,0.551742461920652
"ETNK1",1157.54752425331,0.0603319448004107,0.115345706809745,0.523053232487659,0.60093720951733,0.874140011034437
"ETNK2",10621.8647245349,-0.255905333654937,0.166003891476209,-1.5415622572415,0.123180003170089,0.526838400362906
"ETS1",2876.80111838518,0.125965028818975,0.137444128036041,0.916481705103789,0.359414298721383,0.748408775815059
"ETS2",3450.09593834111,-0.0906830239547378,0.161471734490576,-0.561603083294002,0.574386479216179,0.863366584451159
"ETV1",178.012631740268,-0.0171981602787946,0.216191948061554,-0.0795504200456992,0.936594829247994,0.987142441598889
"ETV2",14.1914085340905,0.0226369003126897,0.338075731518403,0.0669580753726992,0.946615079264959,0.989462416628807
"ETV3",133.496956892301,-0.129517475532111,0.128754067377418,-1.00592919641486,0.314449630478873,0.716265593539241
"ETV4",33.8943386538698,0.252609837585005,0.273936310560758,0.922148060868248,0.35645135077095,0.746593043814465
"ETV5",432.183422329761,0.289569652066298,0.141672215563057,2.04394101493678,0.0409593746317631,0.351682667547465
"ETV6",552.113356835844,0.160795568770428,0.0959182375527079,1.67638160242539,0.0936634701931025,0.480914173420984
"ETV7",28.1026406052369,0.0981147213772002,0.234553142051172,0.418304869076513,0.67572423013066,0.906673575720898
"EU250746",432.479525736383,0.047260794399788,0.117337654080764,0.402776029315009,0.687112996778367,0.910054576508191
"EVA1A",2119.27425342275,0.0308167218449578,0.0840137000117765,0.366805911900537,0.713763797509826,0.919614215957796
"EVA1B",22.6001041500371,0.00717089987312172,0.241141907287473,0.0297372611579002,0.976276594946172,0.994605760849377
"EVA1C",81.5157164644702,0.169905102798891,0.180352077030334,0.94207455548357,0.346154470473227,0.736737884072919
"EVC",604.625252932261,0.437300972750817,0.349849713396603,1.24996807487756,0.21131120975524,0.626635771773457
"EVC2",38.0411209126021,0.228563577963431,0.305056869791266,0.749249076474905,0.453707094454728,0.805385991859909
"EVI2A",132.336974556707,0.245117475966402,0.162871169425341,1.50497768777157,0.132329813229358,0.539359325205572
"EVI2B",529.743546210678,0.270620832653013,0.157301296062643,1.72039798416691,0.0853601231822954,0.464934872126053
"EVI5",1190.81619698192,-0.0771003275694964,0.0966737940958491,-0.797530791985404,0.425142827046218,0.788183077329396
"EVI5L",137.621576066447,0.0181484517137207,0.148718582732585,0.122032172309992,0.902873538857047,0.978460900547945
"EVL",1765.17213256385,-0.240234383184657,0.112897036548256,-2.12790690109897,0.0333448032999614,0.331229044290804
"EVPLL",56.2607218162926,-0.0849757558675476,0.257737142775379,-0.329699301204736,0.741627181805221,0.92950232793727
"EWSR1",5187.92173136052,-0.0811578349238995,0.0630044627459304,-1.28812835451313,0.197701286574137,0.611162876349535
"EXD2",558.768350125255,0.0171603986045644,0.0501504820063109,0.342178139033738,0.732216835871105,0.924673049715671
"EXD3",165.433011531084,-0.283512570777052,0.2119494533946,-1.33764237763434,0.181013043108872,0.597200878093396
"EXO1",10.8878856772072,0.912600417358691,0.360122252945952,2.53414058668475,0.0112723497142921,0.213209546137106
"EXO5",216.021219741531,0.126380814596284,0.111987892792542,1.12852212364068,0.259099478918272,0.672254817757101
"EXOC1",686.272463085067,0.0215114670709628,0.0953276425373176,0.225658229852288,0.82146724784774,0.954321683489896
"EXOC2",750.93679313422,0.0476837050505594,0.0744108092497563,0.640816912641164,0.521641643309803,0.839134018252439
"EXOC3",905.988267364247,-0.0561837807899638,0.0741222222098171,-0.757988348365015,0.448457958048644,0.802001683985616
"EXOC3L1",81.129899898457,-0.0279411175475636,0.16863483183144,-0.165690072709844,0.868400858897245,0.967894982159641
"EXOC3L2",115.349435179009,-0.0241529074838814,0.158871896850953,-0.152027564110603,0.879165195319838,0.97235752761861
"EXOC3L4",1382.38654117715,-0.32934852062352,0.172774165078098,-1.90623708396823,0.0566194529146608,0.398421643379135
"EXOC4",1343.88288846646,0.0444583923781441,0.0693687244780644,0.640899666422475,0.521587872611243,0.839134018252439
"EXOC5",1060.94267894725,-0.0668003894257701,0.108448010916999,-0.61596693992752,0.537916339579258,0.847377082139395
"EXOC6",443.202017268733,0.0912207364049064,0.132353780592044,0.689218970526254,0.490685480451487,0.822692257385511
"EXOC6B",176.676137316493,-0.0590844276435393,0.103870748457698,-0.568826435939296,0.569473932405506,0.861914312904478
"EXOC7",3020.08827866662,-0.0699411967783257,0.0575772949640969,-1.21473571868804,0.224466904733378,0.640356774195479
"EXOC8",501.260609858254,-0.03498569905341,0.108284031717994,-0.3230919508476,0.746625605939296,0.931146213686816
"EXOG",163.613253828971,0.010207743062206,0.14744275010414,0.0692319090290719,0.944805024301509,0.989283210477883
"EXOSC1",350.456491220104,0.14251263364336,0.100644932456101,1.41599413070818,0.156777222905609,0.56953339318637
"EXOSC10",1199.00667075774,0.0338661898329334,0.0566665887733614,0.597639465618471,0.550080524888542,0.85257741035528
"EXOSC2",619.209445551481,-0.101759326699794,0.0833082233287467,-1.22147997681137,0.221904342336076,0.636994637589475
"EXOSC3",290.020949669333,-0.125510836308213,0.0661573053189586,-1.89715762610188,0.057807137522221,0.401596000673241
"EXOSC4",163.181764360631,-0.0903468002737966,0.150971632166261,-0.598435606593296,0.549549313276836,0.85225407821826
"EXOSC5",173.459856927851,-0.11166872804267,0.162409873894482,-0.687573516098049,0.491721390680257,0.823409113391151
"EXOSC6",270.239324306651,0.101212213074129,0.0937944292831883,1.07908554748539,0.28054959337371,0.691096984067277
"EXOSC7",479.061951195616,-0.0117132268435379,0.103245680440222,-0.113450042593498,0.909673767518099,0.979888098176653
"EXOSC8",460.062637868154,0.128122005627012,0.0778436660980471,1.64588863871901,0.099786688462091,0.489741007443242
